10,2.07
10,2.05
10,5.83
10,3.46
10,2.17
10,2.26
10,1.69
10,1.57
10,1.44
10,1.53
11,2.06
11,2.05
11,2.05
11,2.06
11,2.08
11,2.13
11,2.18
11,1.62
11,1.50
11,1.44
11,1.53
12,2.04
12,2.04
12,2.04
12,2.08
12,2.07
12,2.10
12,2.09
12,2.16
12,1.62
12,1.51
12,1.43
12,1.53
13,2.04
13,2.04
13,2.05
13,2.04
13,2.05
13,2.04
13,2.04
13,2.13
13,2.21
13,1.65
13,1.51
13,1.43
13,1.52
14,2.04
14,2.30
14,2.04
14,2.07
14,2.15
14,2.15
14,2.34
14,2.19
14,2.23
14,2.32
14,1.79
14,1.50
14,1.59
14,1.77
15,2.05
15,2.04
15,2.22
15,2.06
15,2.15
15,2.27
15,2.15
15,2.16
15,2.27
15,2.22
15,2.50
15,1.79
15,1.51
15,1.45
15,1.53
16,2.04
16,2.11
16,2.16
16,2.07
16,2.19
16,2.67
16,2.81
16,2.35
16,2.19
16,2.29
16,2.23
16,2.43
16,1.86
16,1.87
16,1.73
16,2.40
17,2.32
17,2.41
17,2.12
17,2.14
17,2.22
17,2.42
17,2.30
17,2.21
17,2.23
17,2.28
17,2.54
17,2.30
17,2.41
17,1.95
17,1.64
17,1.48
17,1.58
18,2.17
18,2.09
18,2.17
18,2.25
18,2.18
18,2.29
18,2.21
18,2.38
18,2.47
18,2.23
18,2.26
18,2.38
18,2.30
18,2.91
18,2.05
18,1.67
18,1.47
18,1.68
19,2.12
19,2.11
19,2.09
19,2.13
19,2.21
19,2.23
19,2.21
19,2.18
19,2.35
19,2.13
19,2.23
19,2.30
19,2.22
19,2.25
19,2.46
19,1.98
19,1.51
19,1.50
19,1.58
20,2.11
20,2.10
20,2.11
20,2.16
20,2.26
20,2.24
20,2.19
20,2.17
20,2.30
20,2.16
20,2.22
20,2.24
20,2.20
20,2.24
20,2.29
20,2.39
20,1.98
20,1.53
20,1.53
20,1.55
21,2.13
21,2.14
21,2.17
21,2.30
21,2.70
21,3.25
21,3.69
21,3.84
21,4.20
21,4.19
21,4.73
21,3.66
21,2.21
21,2.22
21,2.24
21,2.29
21,2.40
21,1.96
21,1.53
21,1.50
21,1.56
22,2.13
22,2.26
22,2.26
22,2.42
22,3.08
22,5.13
22,5.63
22,5.90
22,6.99
22,6.76
22,7.06
22,7.40
22,7.63
22,7.84
22,8.69
22,2.23
22,2.28
22,2.36
22,1.97
22,1.54
22,1.49
22,1.57
23,2.13
23,2.14
23,2.19
23,2.42
23,3.15
23,5.68
23,5.83
23,6.11
23,7.49
23,7.14
23,7.19
23,7.52
23,8.14
23,8.05
23,8.55
23,8.05
23,2.21
23,2.25
23,2.36
23,1.97
23,1.52
23,1.47
23,1.54
24,2.11
24,2.13
24,2.17
24,2.41
24,3.22
24,5.95
24,6.13
24,6.20
24,7.76
24,7.50
24,7.29
24,7.60
24,8.38
24,8.11
24,8.51
24,8.05
24,8.22
24,5.21
24,2.23
24,2.33
24,1.95
24,1.52
24,1.47
24,1.54
25,2.12
25,2.13
25,2.17
25,2.42
25,3.24
25,5.97
25,5.88
25,6.17
25,7.80
25,7.74
25,7.30
25,7.59
25,8.38
25,8.16
25,8.48
25,8.03
25,8.20
25,9.38
25,6.04
25,2.34
25,2.33
25,1.95
25,1.51
25,1.45
25,1.54
26,2.11
26,2.12
26,2.17
26,2.42
26,3.26
26,6.01
26,5.90
26,6.20
26,7.79
26,7.83
26,7.31
26,7.58
26,8.35
26,8.16
26,8.44
26,7.98
26,8.11
26,9.30
26,13.50
26,10.83
26,2.33
26,2.41
26,2.15
26,1.62
26,1.45
26,1.53
